,Lowest distortion,A,B,Radius A [ang],Radius B [ang],Formation energy [eV/atom],Stability [eV/atom],Volume per atom [A^3/atom],Band gap [eV],a [ang],Vacancy energy [eV/O atom],Stability (log[eV/atom]),Vacancy energy (log[eV/O atom]),Magnetic moment (^2[mu_B]),Valence B_1,Valence B_2,Valence B_3,Valence B_4,Valence B_5,Valence B_element not in BV,Valence B_not balanced
761,0,11,32,1.31,0.86,-1.88,0.595,14.805,0.0,4.199,-1.984,-0.7490384264667813,,0.040401000000000006,0,0,0,0,0,0,1
762,0,11,33,1.31,0.72,-1.074,0.617,11.555,0.0,3.866,-2.735,-0.6966576055126692,,,0,0,0,0,0,0,1
763,1,11,34,1.31,0.53,-1.514,0.1,10.496,0.229,5.259,0.247,-3.321928094887362,-2.0174170530774096,0.36,0,0,0,1,0,0,0
764,2,11,35,1.31,0.65,-1.667,0.156,11.652,0.0,5.382,4.417,-2.6803820657998387,2.143066832378066,0.0010890000000000001,0,0,0,1,0,0,0
765,0,11,36,1.31,1.02,0.149,1.27,12.815,0.0,4.002,-4.163,0.34482849699744117,,,0,0,0,0,0,0,1
766,1,11,37,1.31,0.68,-2.098,0.154,12.266,0.0,5.562,4.948,-2.698997743967186,2.306845500314283,1e-06,0,0,0,1,0,0,0
767,0,11,38,1.31,0.98,-1.495,0.873,17.518,0.0,4.441,-3.145,-0.19594644103264702,,0.043264,0,0,0,0,0,0,1
768,1,11,39,1.31,0.48,-0.799,0.192,10.305,0.0,5.206,-1.229,-2.380821783940931,,0.0,0,0,0,1,0,0,0
769,0,11,40,1.31,0.86,-2.139,0.581,16.076,0.0,4.316,1.886,-0.7833899312575583,0.9153296760130094,0.18662399999999998,0,0,0,0,0,1,0
770,2,11,41,1.31,0.57,-1.086,0.156,11.311,0.0,5.287,2.412,-2.6803820657998387,1.2702299072379977,3.6e-05,0,0,0,0,0,1,0
771,2,11,42,1.31,0.91,-2.367,-0.013,15.768,0.51,6.159,4.126,,2.044743821224398,0.04000000000000001,0,0,0,0,0,1,0
772,1,11,43,1.31,0.78,-1.177,0.041,13.511,0.0,5.657,-0.666,-4.608232280044003,,,0,0,0,1,0,0,0
773,1,11,44,1.31,0.62,-0.827,0.064,11.46,0.0,5.374,-1.162,-3.965784284662087,,,0,0,0,1,0,0,0
774,0,11,45,1.31,0.97,-1.549,0.784,17.203,0.0,4.414,-2.998,-0.35107444054687875,,0.042849,0,0,0,0,0,1,0
775,0,11,46,1.31,0.85,-1.452,0.831,17.914,0.0,4.474,-3.287,-0.2670796178917426,,0.044521,0,0,0,1,0,0,0
776,1,11,47,1.31,0.67,-0.903,0.062,11.619,0.702,5.418,-0.55,-4.011587974275212,,1e-06,0,0,0,0,0,1,0
777,1,11,48,1.31,0.83,-2.495,-0.044,14.211,1.77,5.726,2.051,,1.036327491817765,0.6400000000000001,0,0,0,0,0,1,0
778,0,11,49,1.31,1.52,0.561,1.692,15.565,0.0,4.269,-3.978,0.7587295684578627,,,0,0,0,0,0,0,1
779,2,11,50,1.31,0.63,-1.343,0.178,11.399,0.0,5.281,3.403,-2.4900508536956893,1.7668071513029213,6.4e-05,0,0,0,1,0,0,0
780,1,11,51,1.31,0.6,-1.021,0.096,11.276,0.0,5.385,0.771,-3.380821783940931,-0.37519723474705274,0.04000000000000001,0,0,0,1,0,0,0
781,1,11,52,1.31,0.62,-1.152,0.102,11.31,0.0,5.403,2.096,-3.2933589426905914,1.0676387168753634,0.16000000000000003,0,0,0,1,0,0,0
782,1,11,53,1.31,0.68,-1.425,0.11,13.073,0.0,5.6,2.024,-3.1844245711374275,1.0172092900322232,,0,0,0,1,0,0,0
783,1,11,54,1.31,0.75,-2.209,0.197,12.169,0.0,5.46,-1.556,-2.3437324652057105,,0.04000000000000001,0,0,0,0,0,0,1
784,3,11,55,1.31,0.4,-2.094,0.286,10.33,0.0,3.371,4.29,-1.8059129478836977,2.1009776477248208,,0,0,0,1,0,0,0
785,0,11,56,1.31,0.96,-1.578,0.767,16.988,0.0,4.396,,-0.3827015171591536,,0.042435999999999995,0,0,0,0,0,0,1
786,1,11,57,1.31,0.69,-1.674,0.03,12.337,1.055,5.504,2.754,-5.058893689053568,1.461528559472877,,0,0,0,1,0,0,0
787,1,11,58,1.31,1.18,-1.605,0.185,15.141,1.029,6.266,-6.095,-2.434402824145775,,,0,0,0,0,0,0,1
788,2,11,59,1.31,0.68,-2.25,0.231,12.3,0.0,5.507,5.648,-2.1140352432460294,2.4977400886090932,0.0,0,0,0,1,0,0,0
789,0,11,60,1.31,0.76,-1.569,0.706,15.98,0.0,4.307,-2.591,-0.5022599113909068,,0.04161599999999999,0,0,0,1,0,0,0
790,1,11,61,1.31,0.6,-1.397,0.118,11.49,0.0,5.421,3.219,-3.083141235300246,1.686612576815591,0.174724,0,0,0,0,0,1,0
791,1,11,62,1.31,0.97,-1.18,0.18,13.61,0.0,5.675,0.735,-2.473931188332412,-0.44418384493836033,,0,0,0,1,0,0,0
792,0,11,63,1.31,0.94,-2.29,0.747,18.683,0.0,4.537,-1.197,-0.4208198518728499,,0.0019359999999999998,0,0,0,1,0,0,0
793,1,11,64,1.31,0.61,-2.435,0.046,10.987,2.225,5.299,3.466,-4.442222328605074,1.7932716544980827,0.0,0,0,0,1,0,0,0
794,0,11,65,1.31,1.2,-0.328,0.644,14.607,0.0,4.18,-2.407,-0.63486740654747,,,0,0,0,0,0,0,1
795,0,11,66,1.31,0.96,-1.83,0.631,15.144,0.0,4.231,-2.166,-0.664288089679538,,0.04080400000000001,0,0,0,0,0,0,1
796,1,11,67,1.31,0.89,-2.67,0.116,14.798,1.056,5.794,4.083,-3.1078032895345147,2.029629567563064,0.16000000000000003,0,0,0,1,0,0,0
797,1,11,68,1.31,0.58,-1.982,0.051,10.805,0.659,5.282,2.427,-4.293358942690592,1.2791741084890467,0.04000000000000001,0,0,0,1,0,0,0
798,0,11,69,1.31,0.66,-1.682,0.275,12.325,0.0,3.95,5.005,-1.8624964762500649,2.323370069061269,1e-06,0,0,0,1,0,0,0
799,0,11,70,1.31,0.9,-1.697,0.701,15.979,0.0,4.307,-2.582,-0.5125136506514639,,0.041209,0,0,0,0,0,0,1
800,0,11,71,1.31,0.95,-1.058,0.839,14.045,0.0,4.126,-3.301,-0.25325728422226385,,,0,0,0,0,0,0,1
801,1,11,72,1.31,0.74,-0.832,0.322,11.044,0.0,5.29,-2.119,-1.63486740654747,,,0,0,0,0,0,0,1
802,1,11,73,1.31,0.72,-2.635,0.039,12.756,2.77,5.534,1.752,-4.680382065799838,0.8090027749390863,0.0,0,0,0,1,0,0,0
803,0,12,1,1.24,1.12,-2.462,1.088,20.385,0.0,4.671,1.916,0.12167855658825248,0.9380975610740931,0.0,0,0,0,0,0,1,0
804,1,12,2,1.34,0.75,-1.877,-0.004,13.692,0.0,5.635,0.331,,-1.5950968778548693,0.0,0,0,1,0,0,0,0
805,2,12,3,1.34,0.54,-3.479,-0.086,10.924,3.795,5.36,6.49,,2.6982184782244136,0.0,0,0,1,0,0,0,0
806,1,12,4,1.34,0.58,-2.328,0.239,13.684,0.0,5.632,2.958,-2.0649174766813387,1.5646220524369807,0.0,0,0,1,0,0,0,0
807,1,12,5,1.24,0.93,-1.918,-0.017,14.164,0.925,5.756,0.265,,-1.9159357352115254,0.0,0,0,0,0,0,1,0
808,0,12,6,1.14,0.27,-2.358,0.916,9.283,1.934,3.594,4.741,-0.12658049656514303,2.2451913930643084,1e-06,0,1,0,0,0,0,0
809,1,12,7,1.14,1.35,-2.675,0.258,20.007,0.0,6.203,-4.398,-1.9545570292388328,,0.039601000000000004,0,1,0,0,0,0,0
810,0,12,8,1.14,0.45,-2.673,0.274,9.919,0.0,3.674,-0.294,-1.8677522017015602,,0.04000000000000001,0,1,0,0,0,0,0
811,0,12,9,1.34,1.03,-1.797,0.701,17.131,0.0,4.408,1.677,-0.5125136506514639,0.7458826889022593,0.0,0,0,1,0,0,0,0
812,0,12,10,1.14,1.0,-2.39,0.661,14.536,0.0,4.173,-1.451,-0.5972778231543954,,0.04000000000000001,0,1,0,0,0,0,0
813,1,12,11,1.14,0.95,-2.15,0.105,14.37,0.0,5.714,-0.129,-3.2515387669959646,,0.0,0,1,0,0,0,0,0
814,0,12,12,1.34,1.01,-2.604,0.916,18.959,0.816,4.56,2.825,-0.12658049656514303,1.4982508675278254,0.0,0,0,1,0,0,0,0
815,1,12,13,1.34,0.61,-2.423,-0.036,11.414,0.0,5.398,3.21,,1.6825732973475784,0.16000000000000003,0,0,1,0,0,0,0
816,1,12,14,1.34,0.62,-3.082,-0.081,12.068,2.196,5.511,4.832,,2.2726204546629916,0.36,0,0,1,0,0,0,0
818,1,12,16,1.34,0.54,-2.156,-0.074,11.411,0.0,5.407,1.437,,0.5230600617952494,0.0,0,0,1,0,0,0,0
819,1,12,17,1.34,0.91,-3.65,0.035,15.149,5.054,5.856,4.606,-4.836501267717121,2.2035144111307585,0.0,0,0,1,0,0,0,0
820,1,12,18,1.34,0.89,-3.686,0.023,14.812,4.972,5.815,4.842,-5.442222328605074,2.2756030793368494,0.0,0,0,1,0,0,0,0
821,0,12,19,1.34,0.95,-2.401,0.718,15.852,0.0,4.296,-1.015,-0.47794425083903574,,0.024964,0,0,1,0,0,0,0
822,1,12,20,1.34,0.65,-2.669,-0.084,12.214,1.144,5.518,4.094,,2.0335111023613237,1.0,0,0,1,0,0,0,0
823,1,12,21,1.34,0.62,-2.853,-0.043,11.912,3.706,5.507,5.033,,2.3314185978348148,0.0,0,0,1,0,0,0,0
824,0,12,22,1.34,0.94,-3.055,0.601,16.458,1.632,4.35,4.348,-0.7345631039509016,2.120351940365222,0.0,0,0,1,0,0,0,0
825,1,12,23,1.34,0.63,-2.479,0.215,13.068,0.0,5.575,3.297,-2.217591435072627,1.7211538870083003,0.0,0,0,1,0,0,0,0
826,1,12,24,1.34,0.71,-3.398,0.09,13.468,0.0,5.613,5.222,-3.473931188332412,2.3846024576507547,0.0,0,0,0,1,0,0,0
827,1,12,25,1.14,1.02,-1.863,0.079,15.068,0.0,5.723,-0.095,-3.662003536484984,,0.0,0,1,0,0,0,0,0
828,1,12,26,1.34,0.9,-3.669,0.028,14.992,4.92,5.836,4.722,-5.158429362604483,2.2393980415665555,0.0,0,0,1,0,0,0,0
829,1,12,27,1.34,0.8,-2.686,-0.004,14.1,2.961,5.713,3.53,,1.8196681834964554,0.0,0,0,1,0,0,0,0
830,1,12,28,1.34,0.68,-2.152,0.087,12.777,0.99,5.443,0.432,-3.522840788813359,-1.2108967824986185,0.0,0,0,1,0,0,0,0
831,1,12,29,1.24,1.38,-1.897,0.441,19.506,0.0,6.267,-3.194,-1.1811494391045665,,0.16000000000000003,0,0,0,0,0,0,1
832,0,12,30,1.34,1.03,-2.726,0.89,18.764,0.482,4.544,2.756,-0.16812275880832692,1.4625758880422042,0.0,0,0,1,0,0,0,0
833,1,12,31,1.24,0.76,-2.18,0.262,11.48,0.0,5.269,-0.569,-1.9323612831246366,,0.16000000000000003,0,0,0,0,0,0,1
834,1,12,32,1.34,0.86,-3.736,0.005,14.375,5.074,5.767,5.161,-7.643856189774724,2.367650630621963,0.0,0,0,1,0,0,0,0
835,1,12,33,1.14,0.72,-2.825,0.122,12.385,0.0,5.453,-0.376,-3.0350469470992008,,0.04000000000000001,0,1,0,0,0,0,0
836,1,12,34,1.34,0.65,-2.848,-0.079,12.222,0.0,5.503,3.949,,1.9814873677982614,0.6400000000000001,0,0,1,0,0,0,0
837,1,12,35,1.34,0.69,-2.575,0.186,13.226,0.0,5.559,3.19,-2.4266254735540556,1.6735564239901446,0.268324,0,0,1,0,0,0,0
838,0,12,36,1.24,1.02,-1.629,0.711,12.951,0.0,4.016,-1.66,-0.4920785350426718,,0.16000000000000003,0,0,0,0,0,0,1
839,1,12,37,1.34,0.72,-2.893,0.194,13.428,0.0,5.583,4.295,-2.365871442474959,2.102658131363739,9e-06,0,0,1,0,0,0,0
840,0,12,38,1.34,0.98,-2.776,0.795,17.971,1.055,4.479,3.435,-0.33097323449036925,1.7803100990433753,0.0,0,0,1,0,0,0,0
841,1,12,39,1.34,0.6,-2.294,-0.037,11.311,0.0,5.387,1.523,,0.606915941825205,0.04000000000000001,0,0,1,0,0,0,0
842,0,12,40,1.24,0.86,-2.828,0.672,17.546,0.0,4.443,3.721,-0.5734668618833267,1.8956903904636855,0.6068410000000001,0,0,0,0,0,1,0
843,1,12,41,1.24,0.57,-2.1,0.183,12.655,0.0,5.342,1.463,-2.4500844463780447,0.5489297694763999,0.010608999999999999,0,0,0,0,0,1,0
844,0,12,42,1.24,0.91,-2.592,0.563,18.039,0.0,4.485,5.172,-0.8287931725818576,2.370722275148167,0.085849,0,0,0,0,0,1,0
845,0,12,43,1.34,0.78,-1.654,0.723,14.592,0.0,4.179,,-0.4679324477109693,,0.0,0,0,0,1,0,0,0
846,1,12,44,1.14,0.86,-2.107,-0.08,13.064,0.0,5.589,0.911,,-0.13447704086003626,1e-06,0,1,0,0,0,0,0
847,0,12,45,1.24,0.97,-2.861,0.738,17.506,1.226,4.44,3.726,-0.438307278601691,1.8976276742795506,0.0,0,0,0,0,0,1,0
848,0,12,46,1.34,0.99,-2.697,0.852,18.434,0.879,4.517,3.116,-0.23107466443624883,1.6396952333995822,0.0,0,0,1,0,0,0,0
849,1,12,47,1.24,0.67,-2.037,0.071,13.275,0.0,5.634,0.53,-3.816037165157405,-0.9159357352115255,0.0,0,0,0,0,0,1,0
850,0,12,48,1.24,0.83,-2.856,0.72,16.831,0.0,4.382,2.852,-0.4739311883324124,1.511973981781801,0.8574760000000001,0,0,0,0,0,1,0
851,1,12,49,1.24,1.52,-2.041,0.288,19.672,1.058,6.588,-2.543,-1.7958592832197748,,0.0,0,0,0,0,0,0,1
852,1,12,50,1.34,0.63,-2.238,0.291,12.787,0.0,5.382,1.899,-1.7809089417538033,0.9252399054874105,0.08065599999999999,0,0,1,0,0,0,0
853,1,12,51,1.34,0.67,-2.288,-0.061,12.631,0.671,5.469,1.093,,0.12829340100981756,0.0,0,0,1,0,0,0,0
854,1,12,52,1.34,0.68,-2.294,0.037,12.6,0.0,5.43,1.968,-4.756330919033138,0.9767302206771528,0.039204,0,0,1,0,0,0,0
855,0,12,53,1.34,0.76,-1.978,0.572,15.47,0.0,4.261,2.066,-0.8059129478836977,1.0468402542029724,0.0,0,0,1,0,0,0,0
856,1,12,54,1.34,0.75,-3.701,-0.038,13.251,4.42,5.638,5.523,,2.465452127408976,0.0,0,0,1,0,0,0,0
857,3,12,55,1.14,0.4,-2.728,0.416,11.786,0.0,3.61,4.632,-1.2653445665209948,2.2116352533271493,1e-06,0,1,0,0,0,0,0
858,0,12,56,1.34,0.96,-2.913,0.697,17.21,1.261,4.415,3.924,-0.520769438793664,1.9723250415571516,0.0,0,0,1,0,0,0,0
859,1,12,57,1.34,0.69,-2.509,0.145,15.004,0.0,5.801,2.823,-2.7858751946471525,1.4972291287876058,0.0,0,0,0,1,0,0,0
860,0,12,58,1.14,1.18,-1.99,1.007,17.087,0.0,4.404,-2.116,0.01006368334469748,,0.0,0,1,0,0,0,0,0
861,1,12,59,1.34,0.72,-2.892,0.297,13.268,0.0,5.56,4.367,-1.7514651638613212,2.126642531118168,0.0,0,0,1,0,0,0,0
862,0,12,60,1.34,0.92,-2.978,0.562,16.167,1.754,4.324,4.476,-0.8313579644411608,2.162210036314307,0.0,0,0,1,0,0,0,0
863,1,12,61,1.24,0.6,-2.426,0.099,12.803,0.0,5.478,2.744,-3.3364276645824775,1.4562804815107255,0.154449,0,0,0,0,0,1,0
864,0,12,62,1.34,0.97,-1.664,0.756,15.656,0.0,4.278,1.663,-0.4035418604410144,0.733788168625182,0.0,0,0,0,1,0,0,0
865,0,12,63,1.34,0.94,-2.997,0.719,19.04,0.0,4.566,3.673,-0.4759363242227893,1.8769588960695707,0.0012959999999999998,0,0,0,1,0,0,0
866,1,12,64,1.34,0.67,-3.363,-0.042,12.347,0.0,5.534,5.397,,2.4321576873105513,0.0121,0,0,1,0,0,0,0
867,1,12,65,1.34,0.89,-2.197,0.032,15.189,1.079,5.81,1.325,-4.965784284662087,0.4059923596758368,0.0,0,0,1,0,0,0,0
868,1,12,66,1.34,0.88,-3.711,0.015,14.65,5.086,5.798,4.953,-6.058893689053568,2.308302620972327,0.0,0,0,1,0,0,0,0
869,0,12,67,1.34,0.89,-2.784,0.695,17.184,0.0,4.413,3.104,-0.5249151170512173,1.6341285575250406,0.293764,0,0,0,1,0,0,0
870,1,12,68,1.34,0.64,-3.159,-0.084,12.42,1.109,5.528,4.542,,2.1833277060448006,0.16000000000000003,0,0,1,0,0,0,0
871,1,12,69,1.34,0.66,-2.449,0.366,12.918,0.0,5.405,2.795,-1.4500844463780447,1.4828482830684653,0.0,0,0,1,0,0,0,0
872,0,12,70,1.34,0.9,-3.136,0.528,15.905,1.935,4.3,4.567,-0.9213901653036336,2.191246789716267,0.0,0,0,1,0,0,0,0
873,0,12,71,1.34,0.87,-2.612,0.552,14.347,0.0,4.155,-0.877,-0.8572598278839179,,1e-06,0,0,1,0,0,0,0
874,1,12,72,1.14,0.74,-2.342,0.078,12.229,0.0,5.484,0.529,-3.6803820657998387,-0.9186603725480612,0.0,0,1,0,0,0,0,0
875,1,12,73,1.34,0.72,-3.305,0.147,14.185,0.0,5.746,4.869,-2.7661119398257226,2.2836255006070405,0.00032399999999999996,0,0,0,1,0,0,0
876,2,13,1,0.9,1.12,-2.379,0.047,16.496,1.665,6.399,,-4.411195432984449,,0.6400000000000001,0,0,0,0,0,1,0
877,0,13,2,0.61,0.75,0.365,1.105,12.541,0.0,3.973,-2.293,0.14404636961670686,,0.4610410000000001,0,0,1,0,0,0,0
878,0,13,3,0.61,0.54,-1.661,0.598,9.587,0.0,3.633,-0.55,-0.741782610463982,,0.616225,0,0,1,0,0,0,0
879,0,13,4,0.61,0.58,-0.753,0.652,10.706,0.0,3.769,0.728,-0.6170561304310094,-0.4579896444633908,0.30360100000000007,0,0,1,0,0,0,0
880,0,13,5,0.9,0.93,0.229,0.996,12.761,0.0,3.996,,-0.005782352594006111,,0.357604,0,0,0,0,0,1,0
881,0,13,6,0.61,0.27,-0.819,1.119,7.343,0.0,3.324,-1.705,0.16221003631430692,,0.573049,0,0,1,0,0,0,0
882,2,13,7,0.9,1.35,-1.751,0.202,19.099,0.0,7.344,,-2.3075728019102923,,0.36,0,0,0,0,0,0,1
883,0,13,8,0.9,0.45,-0.932,0.881,8.095,0.0,3.433,-3.849,-0.1827860757416734,,0.6480250000000001,0,0,0,0,0,0,1
884,1,13,9,0.9,0.76,-0.954,0.432,12.829,0.0,5.591,,-1.2108967824986185,,0.038809,0,0,0,0,1,0,0
885,2,13,10,0.9,1.0,-1.792,0.13,13.902,0.0,6.081,,-2.9434164716336326,,0.361201,0,0,0,0,0,0,1
886,2,13,11,0.9,0.95,-0.904,0.218,12.841,0.0,5.827,,-2.1975999598851605,,0.357604,0,0,0,0,0,0,1
887,1,13,12,0.61,1.01,-2.281,0.141,15.922,1.578,5.549,-5.095,-2.8262329322632938,,0.6400000000000001,0,0,1,0,0,0,0
888,0,13,13,0.61,0.61,-0.378,0.876,9.751,0.0,3.653,-2.8,-0.19099722506091363,,0.008281,0,0,1,0,0,0,0
889,0,13,14,0.61,0.62,-1.201,0.676,10.383,0.0,3.731,,-0.5649048483799026,,0.994009,0,0,1,0,0,0,0
891,0,13,16,0.61,0.54,-0.237,0.712,9.897,0.0,3.671,-2.54,-0.49005085369568935,,0.519841,0,0,1,0,0,0,0
892,2,13,17,0.61,0.91,-2.431,0.121,13.398,1.607,5.988,-4.651,-3.0469210473874924,,0.6384010000000001,0,0,1,0,0,0,0
893,0,13,18,0.61,0.89,-1.387,1.189,14.911,0.0,4.209,-3.861,0.24974871508356886,,0.636804,0,0,1,0,0,0,0
894,2,13,19,0.61,0.95,-1.903,0.236,14.04,0.0,5.941,,-2.083141235300246,,0.358801,0,0,1,0,0,0,0
895,0,13,20,0.61,0.65,-0.853,0.61,10.269,0.0,3.717,-0.624,-0.7131188522118385,,1.9768359999999998,0,0,1,0,0,0,0
896,0,13,21,0.61,0.62,-0.873,0.804,10.79,0.0,3.779,,-0.31473259348315835,,0.6400000000000001,0,0,1,0,0,0,0
897,0,13,22,0.61,0.94,-1.256,1.267,15.987,0.0,4.308,-3.183,0.34141652447872234,,0.6416010000000001,0,0,1,0,0,0,0
898,0,13,23,0.9,0.53,-1.14,0.551,10.046,0.867,3.69,1.515,-0.8598757760909292,0.5993177936982261,0.36,0,0,0,1,0,0,0
899,0,13,24,0.9,0.71,-2.152,0.649,13.183,0.0,4.04,0.544,-0.6237096166629486,-0.8783214434117476,0.358801,0,0,0,1,0,0,0
900,0,13,25,0.9,1.11,0.35,1.158,13.886,0.0,4.11,,0.21163525332714944,,0.36240399999999995,0,0,0,0,0,0,1
901,2,13,26,0.61,0.9,-2.442,0.122,13.237,1.554,5.971,,-3.0350469470992008,,0.6384010000000001,0,0,1,0,0,0,0
902,0,13,27,0.61,0.8,-0.345,1.204,13.551,0.0,4.077,,0.267835392097615,,0.6241000000000001,0,0,1,0,0,0,0
903,0,13,28,0.9,0.63,-0.322,0.837,11.746,0.0,3.887,,-0.25670047211174335,,0.6146560000000001,0,0,0,1,0,0,0
904,1,13,29,0.9,1.38,-1.105,0.142,15.053,0.0,5.094,,-2.816037165157405,,0.16000000000000003,0,0,0,0,0,0,1
905,2,13,30,0.61,1.03,-2.408,0.097,15.502,1.7,6.343,,-3.365871442474959,,0.6384010000000001,0,0,1,0,0,0,0
906,0,13,31,0.9,0.76,-0.129,1.236,8.706,0.0,3.518,-5.738,0.3056787432422875,,0.356409,0,0,0,0,0,0,1
907,0,13,32,0.61,0.86,-1.487,1.121,14.436,0.0,4.164,-2.759,0.1647862781433397,,0.6400000000000001,0,0,1,0,0,0,0
908,0,13,33,0.9,0.72,-0.777,1.04,10.794,0.0,3.779,,0.056583528366367514,,0.037636,0,0,0,0,0,0,1
909,0,13,34,0.9,0.53,-0.915,0.734,10.186,0.0,3.707,-2.308,-0.4461480318188743,,0.0,0,0,0,1,0,0,0
910,1,13,35,0.61,0.69,-1.666,0.147,10.571,0.0,5.249,3.332,-2.7661119398257226,1.7363884007034605,0.04000000000000001,0,0,1,0,0,0,0
911,2,13,36,0.9,1.02,-1.013,0.289,12.852,1.249,5.75,-10.09,-1.7908586021614084,,0.16000000000000003,0,0,0,0,0,0,1
912,0,13,37,0.9,0.64,-1.719,0.555,12.579,0.0,3.977,3.268,-0.8494403234246186,1.7084079834835963,0.252004,0,0,0,0,1,0,0
913,2,13,38,0.61,0.98,-2.336,0.122,14.725,1.597,6.174,,-3.0350469470992008,,0.6400000000000001,0,0,1,0,0,0,0
914,0,13,39,0.61,0.6,-0.355,0.768,9.677,0.0,3.644,-2.152,-0.38082178394093086,,0.6480250000000001,0,0,1,0,0,0,0
915,0,13,40,0.9,0.86,-1.748,0.976,15.857,0.0,4.296,,-0.0350469470992008,,0.6400000000000001,0,0,0,0,0,1,0
916,0,13,41,0.9,0.57,-0.585,0.622,11.867,0.0,3.9,,-0.6850135145314845,,0.2025,0,0,0,0,0,1,0
917,3,13,42,0.9,0.91,-2.11,0.247,16.793,0.509,4.274,,-2.0174170530774096,,0.0,0,0,0,0,0,1,0
918,2,13,43,0.9,0.78,-1.066,0.195,13.666,0.0,5.908,,-2.3584539709124765,,0.43033600000000005,0,0,0,1,0,0,0
919,0,13,44,0.9,0.62,0.041,0.927,11.742,0.0,3.887,-2.828,-0.10935875603655622,,0.516961,0,0,0,1,0,0,0
920,2,13,45,0.9,0.97,-2.359,0.119,14.447,1.653,6.14,,-3.0709665213541437,,0.6400000000000001,0,0,0,0,0,1,0
921,2,13,46,0.61,0.99,-2.319,0.096,15.044,1.693,6.229,,-3.380821783940931,,0.6400000000000001,0,0,1,0,0,0,0
922,0,13,47,0.9,0.67,-0.083,0.941,12.093,0.0,3.925,-1.168,-0.08773337193355035,,0.45562500000000006,0,0,0,0,0,1,0
923,0,13,48,0.9,0.83,-1.54,0.95,15.782,0.0,4.289,,-0.07400058144377691,,1.4665210000000002,0,0,0,0,0,1,0
924,2,13,49,0.9,1.52,-1.077,0.141,18.998,1.641,6.419,,-2.8262329322632938,,0.16000000000000003,0,0,0,0,0,0,1
925,0,13,50,0.61,0.63,-0.948,0.574,11.633,0.0,3.875,2.894,-0.8008773579863994,1.5330649218696375,0.255025,0,0,1,0,0,0,0
926,0,13,51,0.61,0.67,-0.345,0.808,11.531,0.0,3.863,,-0.30757280191029224,,0.7395999999999999,0,0,1,0,0,0,0
927,0,13,52,0.9,0.62,-0.571,0.689,11.387,0.0,3.847,,-0.5374241119577958,,0.11155600000000002,0,0,0,1,0,0,0
928,0,13,53,0.9,0.6,-0.909,0.608,12.663,0.0,3.986,1.453,-0.7178567712185016,0.5390347029707543,0.195364,0,0,0,0,1,0,0
929,0,13,54,0.61,0.75,-1.568,0.963,12.83,0.0,4.003,-2.898,-0.054392296818627776,,0.636804,0,0,1,0,0,0,0
930,0,13,55,0.9,0.4,-1.853,0.515,8.646,1.149,3.51,3.962,-0.9573556625915063,1.9862288802273995,0.358801,0,0,0,1,0,0,0
931,1,13,56,0.61,0.96,-2.295,0.192,13.19,1.133,5.512,,-2.380821783940931,,0.6400000000000001,0,0,1,0,0,0,0
932,0,13,57,0.9,0.69,-0.997,0.673,12.812,0.36,4.001,,-0.5713215900517699,,0.36,0,0,0,1,0,0,0
933,2,13,58,0.9,1.18,-1.785,0.133,16.353,0.0,6.583,-7.768,-2.910501849160897,,0.36,0,0,0,0,0,0,1
934,0,13,59,0.9,0.64,-1.928,0.549,12.331,0.0,3.951,3.834,-0.8651219456568883,1.9388503370060637,0.23232399999999997,0,0,0,0,1,0,0
935,2,13,60,0.61,0.92,-2.29,0.117,13.606,1.573,6.025,-4.123,-3.095419565078682,,0.6384010000000001,0,0,1,0,0,0,0
936,0,13,61,0.9,0.6,-0.938,0.58,11.612,0.0,3.872,1.708,-0.7858751946471527,0.7723079749584033,0.27878400000000003,0,0,0,0,0,1,0
937,0,13,62,0.9,0.97,-0.569,0.709,13.789,0.0,4.1,,-0.49614246742257095,,0.197136,0,0,0,1,0,0,0
938,0,13,63,0.9,0.94,-1.851,1.188,18.647,0.0,4.534,1.599,0.2485348361386787,0.6771699388182449,0.34105599999999997,0,0,0,1,0,0,0
939,0,13,64,0.9,0.61,-1.963,0.525,11.159,0.677,3.821,1.218,-0.929610672108602,0.2845141332442453,0.36,0,0,0,1,0,0,0
940,2,13,65,0.61,0.89,-0.891,0.205,13.149,0.558,5.829,-3.062,-2.286304185156641,,0.636804,0,0,1,0,0,0,0
941,0,13,66,0.61,0.88,-1.431,1.161,14.777,0.0,4.196,-3.057,0.21536797220347947,,0.6400000000000001,0,0,1,0,0,0,0
942,0,13,67,0.9,0.89,-2.0,0.789,15.89,0.0,4.299,,-0.34190279464862844,,0.097344,0,0,0,1,0,0,0
943,0,13,68,0.9,0.58,-1.519,0.485,10.467,0.0,3.74,1.271,-1.043943347587597,0.34596403034287176,0.16080100000000003,0,0,0,1,0,0,0
944,0,13,69,0.61,0.66,-1.38,0.577,11.83,0.0,3.896,,-0.7933567760166047,,0.245025,0,0,1,0,0,0,0
945,2,13,70,0.61,0.9,-2.413,0.118,13.471,1.763,5.999,-4.168,-3.083141235300246,,0.6400000000000001,0,0,1,0,0,0,0
946,1,13,71,0.61,0.87,-1.924,0.185,12.263,0.0,5.273,,-2.434402824145775,,1.0,0,0,1,0,0,0,0
947,0,13,72,0.9,0.74,-0.332,0.955,10.787,0.0,3.778,,-0.06642736173897607,,0.5882890000000001,0,0,0,0,0,0,1
